Date,stock_key,multivariate_past_history,rnn_start,BATCH_SIZE,EPOCHS,EVALUATION_INTERVAL,PATIENCE,BUFFER_SIZE,VAL_STEPS,DROP_OUT,train_split,multivariate_future_target,STEP
2022-10-11,0001.HK,20,100,256,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,20,100,256,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,20,50,256,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,20,50,256,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,20,50,256,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,20,365,128,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,20,365,128,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,20,365,128,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,20,100,128,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,20,100,128,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,20,100,128,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,20,50,128,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,20,50,128,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,20,50,128,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,50,512,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,50,512,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,50,512,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,10,512,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,10,512,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,10,512,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,20,512,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,20,512,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,20,512,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,50,256,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,50,256,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,50,256,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,10,256,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,10,256,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,10,256,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,20,256,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,20,256,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,20,256,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,50,128,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,50,128,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,50,128,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,10,128,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,10,128,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,10,128,1000,30,50,100,50,0.3,0.8,0,1
2022-10-11,0001.HK,10,20,128,1000,30,50,100,50,0.01,0.8,0,1
2022-10-11,0001.HK,10,20,128,1000,30,50,100,50,0.1,0.8,0,1
2022-10-11,0001.HK,10,20,128,1000,30,50,100,50,0.3,0.8,0,1
2022-10-12,0005.HK,10,20,128,1000,50,50,100,50,0,0.9,0,1
2022-10-12,0005.HK,10,20,128,1000,50,100,100,50,0.1,0.9,0,1
2022-10-12,0005.HK,50,100,256,400,30,50,100,50,0.3,0.9,0,1
2022-10-12,0005.HK,10,20,128,1000,50,100,100,50,0.2,0.9,0,1
2022-10-12,0005.HK,10,20,128,1000,50,100,100,50,0.3,0.9,0,1
2022-10-12,2888.HK,10,20,128,1000,40,100,100,50,0.1,0.9,0,1
2022-10-12,2888.HK,10,20,128,1000,40,100,100,50,0.2,0.9,0,1
2022-10-12,2888.HK,10,20,128,1000,40,100,100,50,0.3,0.9,0,1
2022-10-12,0001.HK,20,100,128,1000,30,50,100,50,0.1,0.9,0,1
2022-10-12,0001.HK,20,100,128,1000,30,50,100,50,0.2,0.9,0,1
2022-10-12,0001.HK,20,100,128,1000,30,50,100,50,0.3,0.9,0,1
2022-10-13,0001.HK,10,100,128,1000,30,50,100,50,0.1,0.9,0,1
2022-10-13,0001.HK,10,100,128,1000,30,50,100,50,0.2,0.9,0,1
2022-10-13,0001.HK,10,100,128,1000,30,50,100,50,0.3,0.9,0,1
2022-10-13,0001.HK,10,100,128,1000,30,50,100,50,0.01,0.8,0,1
2022-10-13,0001.HK,10,100,128,1000,30,50,100,50,0.1,0.8,0,1
2022-10-13,0001.HK,10,100,128,1000,30,50,100,50,0.2,0.8,0,1
2022-10-13,0001.HK,10,100,128,1000,30,50,100,50,0.3,0.8,0,1
2022-10-13,0005.HK,10,20,128,1000,50,150,100,50,0.1,0.9,0,1
2022-10-13,0144.HK,10,100,128,1000,30,50,100,50,0.01,0.8,0,1
2022-10-13,0144.HK,10,100,128,1000,30,50,100,50,0.1,0.8,0,1
2022-10-13,0144.HK,10,100,128,1000,30,50,100,50,0.3,0.8,0,1
2022-10-13,0144.HK,10,100,128,1000,50,50,100,50,0.01,0.8,0,1
2022-10-13,0144.HK,10,100,128,1000,50,50,100,50,0.1,0.8,0,1
2022-10-13,0144.HK,10,100,128,1000,50,50,100,50,0.3,0.8,0,1
2022-10-13,0144.HK,10,100,128,1000,30,50,100,50,0.01,0.9,0,1
2022-10-13,0144.HK,10,100,128,1000,30,50,100,50,0.1,0.9,0,1
2022-10-13,0144.HK,10,100,128,1000,30,50,100,50,0.3,0.9,0,1
2022-10-13,0144.HK,10,100,128,1000,50,50,100,50,0.01,0.9,0,1
2022-10-13,0144.HK,10,100,128,1000,50,50,100,50,0.1,0.9,0,1
2022-10-13,0144.HK,10,100,128,1000,50,50,100,50,0.3,0.9,0,1
2022-10-13,2888.HK,10,20,128,1000,50,50,100,50,0.1,0.5,0,1
2022-10-13,2888.HK,10,20,128,1000,50,50,100,50,0.1,0.6,0,1
2022-10-13,2888.HK,10,20,128,1000,50,50,100,50,0.1,0.7,0,1
2022-10-13,2888.HK,10,20,128,1000,40,50,100,50,0.1,0.5,0,1
2022-10-13,2888.HK,10,20,128,1000,40,50,100,50,0.1,0.6,0,1
2022-10-13,2888.HK,10,20,128,1000,40,50,100,50,0.1,0.7,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.02,0.8,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.04,0.8,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.05,0.8,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.06,0.8,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.08,0.8,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.12,0.8,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.14,0.8,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.16,0.8,0,1
2022-10-14,0001.HK,20,100,128,1000,30,50,100,50,0.18,0.8,0,1
2022-10-14,2888.HK,50,50,128,1000,40,100,100,50,0.1,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,50,100,50,0.01,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,50,100,50,0.1,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,50,100,50,0.2,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,50,100,50,0.3,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,50,100,50,0.1,0.9,0,1
2022-10-14,0144.HK,20,20,128,1000,50,50,100,50,0.01,0.9,0,1
2022-10-14,0144.HK,20,20,128,1000,50,50,100,50,0.1,0.9,0,1
2022-10-14,0144.HK,20,20,128,1000,50,50,100,50,0.2,0.9,0,1
2022-10-14,0144.HK,20,20,128,1000,50,100,100,50,0.01,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,100,100,50,0.1,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,100,100,50,0.2,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,100,100,50,0.3,0.8,0,1
2022-10-14,0144.HK,20,20,128,1000,50,100,100,50,0.1,0.9,0,1
2022-10-14,0144.HK,20,20,128,1000,50,100,100,50,0.01,0.9,0,1
2022-10-14,0144.HK,20,20,128,1000,50,100,100,50,0.1,0.9,0,1
2022-10-14,0144.HK,20,20,128,1000,50,100,100,50,0.2,0.9,0,1
