Date,Price
"Apr 08, 2003",878.3
"Apr 07, 2003",879.9
"Apr 04, 2003",878.9
"Apr 03, 2003",876.5
"Apr 02, 2003",880.9
"Apr 01, 2003",858.5
"Mar 31, 2003",848.2
"Mar 28, 2003",863.5
"Mar 27, 2003",868.5
"Mar 26, 2003",870
"Mar 25, 2003",874.7
"Mar 24, 2003",864.2
"Mar 21, 2003",895.8
"Mar 20, 2003",875.7
"Mar 19, 2003",874
"Mar 18, 2003",866.5
"Mar 17, 2003",862.8
"Mar 14, 2003",833.3
"Mar 13, 2003",831.9
"Mar 12, 2003",804.2
"Mar 11, 2003",800.7
"Mar 10, 2003",807.5
"Mar 07, 2003",828.9
"Mar 06, 2003",822.1
"Mar 05, 2003",829.9
"Mar 04, 2003",822
"Mar 03, 2003",834.8
"Feb 28, 2003",841.1
"Feb 27, 2003",837.3
"Feb 26, 2003",827.5
"Feb 25, 2003",838.6
"Feb 24, 2003",832.6
"Feb 21, 2003",848.2
"Feb 20, 2003",837.1
"Feb 19, 2003",845.1
"Feb 18, 2003",851.2
"Feb 14, 2003",834.9
"Feb 13, 2003",817.4
"Feb 12, 2003",818.7
"Feb 11, 2003",829.2
"Feb 10, 2003",836
"Feb 07, 2003",829.7
"Feb 06, 2003",838.1
"Feb 05, 2003",843.6
"Feb 04, 2003",848.2
"Feb 03, 2003",860.3
"Jan 31, 2003",855.7
"Jan 30, 2003",844.6
"Jan 29, 2003",864.4
"Jan 28, 2003",858.5
"Jan 27, 2003",847.5
"Jan 24, 2003",861.4
"Jan 23, 2003",887.3
"Jan 22, 2003",878.4
"Jan 21, 2003",887.6
"Jan 17, 2003",901.8
"Jan 16, 2003",914.6
"Jan 15, 2003",918.2
"Jan 14, 2003",931.7
"Jan 13, 2003",926.3
"Jan 10, 2003",927.6
"Jan 09, 2003",927.6
"Jan 08, 2003",909.9
"Jan 07, 2003",922.9
"Jan 06, 2003",929
"Jan 03, 2003",908.6
"Jan 02, 2003",909
"Dec 31, 2002",879.8
"Dec 30, 2002",879.4
"Dec 27, 2002",875.4
"Dec 26, 2002",889.7
"Dec 24, 2002",892.5
"Dec 23, 2002",897.4
"Dec 20, 2002",895.8
"Dec 19, 2002",884.2
"Dec 18, 2002",891.1
"Dec 17, 2002",903
"Dec 16, 2002",910.4
"Dec 13, 2002",889.5
"Dec 12, 2002",901.6
"Dec 11, 2002",905
"Dec 10, 2002",904.5
"Dec 09, 2002",892
"Dec 06, 2002",912.2
"Dec 05, 2002",906.5
"Dec 04, 2002",917.6
"Dec 03, 2002",920.8
"Dec 02, 2002",934.5
"Nov 29, 2002",936.3
"Nov 27, 2002",938.9
"Nov 26, 2002",913.3
"Nov 25, 2002",932.9
"Nov 22, 2002",930.5
"Nov 21, 2002",933.8
"Nov 20, 2002",914.1
"Nov 19, 2002",896.7
"Nov 18, 2002",900.4
"Nov 15, 2002",909.8
"Nov 14, 2002",904.3
"Nov 13, 2002",882.5
"Nov 12, 2002",883
"Nov 11, 2002",876.2
"Nov 08, 2002",894.7
"Nov 07, 2002",902.6
"Nov 06, 2002",923.8
"Nov 05, 2002",915.4
"Nov 04, 2002",908.4
"Nov 01, 2002",901
"Oct 31, 2002",885.8
"Oct 30, 2002",890.7
"Oct 29, 2002",882.1
"Oct 28, 2002",890.2
"Oct 25, 2002",897.6
"Oct 24, 2002",882.5
"Oct 23, 2002",896.1
"Oct 22, 2002",890.2
"Oct 21, 2002",899.7
"Oct 18, 2002",884.4
"Oct 17, 2002",879.2
"Oct 16, 2002",860
"Oct 15, 2002",881.3
"Oct 14, 2002",841.4
"Oct 11, 2002",835.3
"Oct 10, 2002",803.9
"Oct 09, 2002",776.8
"Oct 08, 2002",798.5
"Oct 07, 2002",785.3
"Oct 04, 2002",800.6
"Oct 03, 2002",819
"Oct 02, 2002",827.9
"Oct 01, 2002",847.9
"Sep 30, 2002",815.3
"Sep 27, 2002",827.4
"Sep 26, 2002",855
"Sep 25, 2002",839.7
"Sep 24, 2002",819.3
"Sep 23, 2002",833.7
"Sep 20, 2002",845.4
"Sep 19, 2002",843.3
"Sep 18, 2002",869.5
"Sep 17, 2002",873.5
"Sep 16, 2002",891.1
"Sep 13, 2002",889.8
"Sep 12, 2002",886.9
"Sep 11, 2002",909.5
"Sep 10, 2002",909.6
"Sep 09, 2002",903
"Sep 06, 2002",893.9
"Sep 05, 2002",879.1
"Sep 04, 2002",893.4
"Sep 03, 2002",878
"Aug 30, 2002",916.1
"Aug 29, 2002",917.8
"Aug 28, 2002",917.9
"Aug 27, 2002",934.8
"Aug 26, 2002",948
"Aug 23, 2002",940.9
"Aug 22, 2002",962.7
"Aug 21, 2002",949.4
"Aug 20, 2002",937.4
"Aug 19, 2002",950.7
"Aug 16, 2002",928.8
"Aug 15, 2002",930.2
"Aug 14, 2002",919.6
"Aug 13, 2002",884.2
"Aug 12, 2002",903.8
"Aug 09, 2002",908.6
"Aug 08, 2002",905.5
"Aug 07, 2002",876.8
"Aug 06, 2002",859.6
"Aug 05, 2002",834.6
"Aug 02, 2002",864.2
"Aug 01, 2002",884.7
"Jul 31, 2002",911.6
"Jul 30, 2002",902.8
"Jul 29, 2002",899
"Jul 26, 2002",852.8
"Jul 25, 2002",838.7
"Jul 24, 2002",843.4
"Jul 23, 2002",797.7
"Jul 22, 2002",819.9
"Jul 19, 2002",847.8
"Jul 18, 2002",881.6
"Jul 17, 2002",906
"Jul 16, 2002",901
"Jul 15, 2002",917.9
"Jul 12, 2002",921.4
"Jul 11, 2002",927.4
"Jul 10, 2002",920.5
"Jul 09, 2002",952.8
"Jul 08, 2002",977
"Jul 05, 2002",989
"Jul 03, 2002",954
"Jul 02, 2002",948.1
"Jul 01, 2002",968.6
"Jun 28, 2002",989.8
"Jun 27, 2002",990.6
"Jun 26, 2002",973.5
"Jun 25, 2002",976.1
"Jun 24, 2002",992.7
"Jun 21, 2002",989.1
"Jun 20, 2002","1,006.30"
"Jun 19, 2002","1,020.00"
"Jun 18, 2002","1,037.10"
"Jun 17, 2002","1,036.20"
"Jun 14, 2002","1,007.30"
"Jun 13, 2002","1,009.60"
"Jun 12, 2002","1,020.30"
"Jun 11, 2002","1,013.60"
"Jun 10, 2002","1,030.70"
"Jun 07, 2002","1,027.50"
"Jun 06, 2002","1,029.20"
"Jun 05, 2002","1,049.90"
"Jun 04, 2002","1,040.70"
"Jun 03, 2002","1,040.70"
"May 31, 2002","1,067.10"
"May 30, 2002","1,064.70"
"May 29, 2002","1,067.70"
"May 28, 2002","1,074.50"
"May 24, 2002","1,083.80"
"May 23, 2002","1,097.10"
"May 22, 2002","1,086.00"
"May 21, 2002","1,079.90"
"May 20, 2002","1,091.90"
"May 17, 2002","1,106.60"
"May 16, 2002","1,098.20"
"May 15, 2002","1,091.10"
"May 14, 2002","1,097.30"
"May 13, 2002","1,074.60"
"May 10, 2002","1,055.00"
"May 09, 2002","1,073.00"
"May 08, 2002","1,088.80"
"May 07, 2002","1,049.50"
"May 06, 2002","1,052.70"
"May 03, 2002","1,073.40"
"May 02, 2002","1,084.60"
"May 01, 2002","1,086.50"
"Apr 30, 2002","1,076.90"
"Apr 29, 2002","1,065.50"
"Apr 26, 2002","1,076.30"
"Apr 25, 2002","1,091.50"
"Apr 24, 2002","1,093.10"
"Apr 23, 2002","1,101.00"
"Apr 22, 2002","1,107.80"
"Apr 19, 2002","1,125.20"
"Apr 18, 2002","1,124.50"
"Apr 17, 2002","1,126.10"
"Apr 16, 2002","1,128.40"
"Apr 15, 2002","1,102.50"
"Apr 12, 2002","1,111.00"
"Apr 11, 2002","1,103.70"
"Apr 10, 2002","1,130.50"
"Apr 09, 2002","1,117.80"
"Apr 08, 2002","1,125.30"
"Apr 05, 2002","1,122.70"
"Apr 04, 2002","1,126.30"
"Apr 03, 2002","1,125.40"
"Apr 02, 2002","1,136.80"
"Apr 01, 2002","1,146.50"
"Mar 28, 2002","1,147.40"
"Mar 27, 2002","1,144.60"
"Mar 26, 2002","1,138.50"
"Mar 25, 2002","1,131.90"
"Mar 22, 2002","1,148.70"
"Mar 21, 2002","1,153.60"
"Mar 20, 2002","1,151.80"
"Mar 19, 2002","1,170.30"
"Mar 18, 2002","1,165.50"
"Mar 15, 2002","1,166.20"
"Mar 14, 2002","1,153.00"
"Mar 13, 2002","1,154.10"
"Mar 12, 2002","1,165.60"
"Mar 11, 2002","1,168.30"
"Mar 08, 2002","1,164.30"
"Mar 07, 2002","1,157.50"
"Mar 06, 2002","1,162.80"
"Mar 05, 2002","1,146.10"
"Mar 04, 2002","1,153.80"
"Mar 01, 2002","1,131.80"
"Feb 28, 2002","1,106.70"
"Feb 27, 2002","1,109.90"
"Feb 26, 2002","1,109.40"
"Feb 25, 2002","1,109.40"
"Feb 22, 2002","1,089.80"
"Feb 21, 2002","1,081.00"
"Feb 20, 2002","1,098.00"
"Feb 19, 2002","1,083.30"
"Feb 15, 2002","1,104.20"
"Feb 14, 2002","1,116.50"
"Feb 13, 2002","1,118.50"
"Feb 12, 2002","1,107.50"
"Feb 11, 2002","1,111.90"
"Feb 08, 2002","1,096.20"
"Feb 07, 2002","1,080.20"
"Feb 06, 2002","1,083.50"
"Feb 05, 2002","1,090.00"
"Feb 04, 2002","1,094.40"
"Feb 01, 2002","1,122.20"
"Jan 31, 2002","1,130.20"
"Jan 30, 2002","1,113.60"
"Jan 29, 2002","1,100.60"
"Jan 28, 2002","1,133.10"
"Jan 25, 2002","1,133.30"
"Jan 24, 2002","1,132.20"
"Jan 23, 2002","1,128.20"
"Jan 22, 2002","1,119.30"
"Jan 18, 2002","1,127.60"
"Jan 17, 2002","1,138.90"
"Jan 16, 2002","1,127.60"
"Jan 15, 2002","1,146.20"
"Jan 14, 2002","1,138.40"
"Jan 11, 2002","1,145.60"
"Jan 10, 2002","1,156.50"
"Jan 09, 2002","1,155.10"
"Jan 08, 2002","1,160.70"
"Jan 07, 2002","1,164.90"
"Jan 04, 2002","1,172.50"
"Jan 03, 2002","1,165.30"
"Jan 02, 2002","1,154.70"
"Dec 31, 2001","1,148.10"
"Dec 28, 2001","1,161.00"
"Dec 27, 2001","1,157.10"
"Dec 26, 2001","1,149.40"
"Dec 24, 2001","1,144.70"
"Dec 21, 2001","1,144.90"
"Dec 20, 2001","1,139.90"
"Dec 19, 2001","1,149.60"
"Dec 18, 2001","1,142.90"
"Dec 17, 2001","1,134.40"
"Dec 14, 2001","1,123.10"
"Dec 13, 2001","1,119.40"
"Dec 12, 2001","1,137.10"
"Dec 11, 2001","1,136.80"
"Dec 10, 2001","1,139.90"
"Dec 07, 2001","1,158.30"
"Dec 06, 2001","1,167.10"
"Dec 05, 2001","1,170.30"
"Dec 04, 2001","1,144.80"
"Dec 03, 2001","1,129.90"
"Nov 30, 2001","1,139.50"
"Nov 29, 2001","1,140.20"
"Nov 28, 2001","1,128.50"
"Nov 27, 2001","1,149.50"
"Nov 26, 2001","1,157.40"
"Nov 23, 2001","1,150.30"
"Nov 21, 2001","1,137.00"
"Nov 20, 2001","1,142.70"
"Nov 19, 2001","1,151.10"
"Nov 16, 2001","1,138.70"
"Nov 15, 2001","1,142.20"
"Nov 14, 2001","1,141.20"
"Nov 13, 2001","1,139.10"
"Nov 12, 2001","1,118.30"
"Nov 09, 2001","1,120.30"
"Nov 08, 2001","1,118.50"
"Nov 07, 2001","1,115.80"
"Nov 06, 2001","1,118.90"
"Nov 05, 2001","1,102.80"
"Nov 02, 2001","1,087.20"
"Nov 01, 2001","1,084.10"
"Oct 31, 2001","1,059.80"
"Oct 30, 2001","1,059.80"
"Oct 29, 2001","1,078.30"
"Oct 26, 2001","1,104.60"
"Oct 25, 2001","1,100.10"
"Oct 24, 2001","1,085.20"
"Oct 23, 2001","1,084.80"
"Oct 22, 2001","1,089.90"
"Oct 19, 2001","1,073.50"
"Oct 18, 2001","1,068.60"
"Oct 17, 2001","1,077.10"
"Oct 16, 2001","1,097.50"
"Oct 15, 2001","1,090.00"
"Oct 12, 2001","1,091.70"
"Oct 11, 2001","1,097.40"
"Oct 10, 2001","1,081.00"
"Oct 09, 2001","1,056.80"
"Oct 08, 2001","1,062.40"
"Oct 05, 2001","1,071.40"
"Oct 04, 2001","1,069.60"
"Oct 03, 2001","1,072.30"
"Oct 02, 2001","1,051.30"
"Oct 01, 2001","1,038.50"
"Sep 28, 2001","1,040.90"
"Sep 27, 2001","1,018.60"
"Sep 26, 2001","1,007.00"
"Sep 25, 2001","1,012.30"
"Sep 24, 2001","1,003.50"
"Sep 21, 2001",965.8
"Sep 20, 2001",984.5
"Sep 19, 2001","1,016.10"
"Sep 18, 2001","1,032.70"
"Sep 17, 2001","1,038.80"
"Sep 10, 2001","1,092.50"
"Sep 07, 2001","1,085.80"
"Sep 06, 2001","1,106.40"
"Sep 05, 2001","1,131.70"
"Sep 04, 2001","1,132.90"
"Aug 31, 2001","1,133.60"
"Aug 30, 2001","1,129.00"
"Aug 29, 2001","1,148.60"
"Aug 28, 2001","1,161.50"
"Aug 27, 2001","1,179.20"
"Aug 24, 2001","1,184.90"
"Aug 23, 2001","1,162.10"
"Aug 22, 2001","1,165.30"
"Aug 21, 2001","1,157.30"
"Aug 20, 2001","1,171.40"
"Aug 17, 2001","1,162.00"
"Aug 16, 2001","1,181.70"
"Aug 15, 2001","1,178.00"
"Aug 14, 2001","1,186.70"
"Aug 13, 2001","1,191.30"
"Aug 10, 2001","1,190.20"
"Aug 09, 2001","1,183.40"
"Aug 08, 2001","1,183.50"
"Aug 07, 2001","1,204.40"
"Aug 06, 2001","1,200.50"
"Aug 03, 2001","1,214.30"
"Aug 02, 2001","1,220.80"
"Aug 01, 2001","1,215.90"
"Jul 31, 2001","1,211.20"
"Jul 30, 2001","1,204.50"
"Jul 27, 2001","1,205.80"
"Jul 26, 2001","1,202.90"
"Jul 25, 2001","1,190.50"
"Jul 24, 2001","1,171.70"
"Jul 23, 2001","1,191.00"
"Jul 20, 2001","1,210.80"
"Jul 19, 2001","1,215.00"
"Jul 18, 2001","1,207.70"
"Jul 17, 2001","1,214.40"
"Jul 16, 2001","1,202.50"
"Jul 13, 2001","1,215.70"
"Jul 12, 2001","1,208.10"
"Jul 11, 2001","1,180.20"
"Jul 10, 2001","1,181.50"
"Jul 09, 2001","1,198.80"
"Jul 06, 2001","1,190.60"
"Jul 05, 2001","1,219.20"
"Jul 03, 2001","1,234.50"
"Jul 02, 2001","1,236.70"
"Jun 29, 2001","1,224.40"
"Jun 28, 2001","1,226.20"
"Jun 27, 2001","1,211.10"
"Jun 26, 2001","1,216.80"
"Jun 25, 2001","1,218.60"
"Jun 22, 2001","1,225.30"
"Jun 21, 2001","1,237.00"
"Jun 20, 2001","1,223.10"
"Jun 19, 2001","1,212.60"
"Jun 18, 2001","1,208.40"
"Jun 15, 2001","1,214.40"
"Jun 14, 2001","1,219.90"
"Jun 13, 2001","1,241.60"
"Jun 12, 2001","1,255.80"
"Jun 11, 2001","1,254.40"
"Jun 08, 2001","1,265.00"
"Jun 07, 2001","1,277.00"
"Jun 06, 2001","1,270.00"
"Jun 05, 2001","1,283.60"
"Jun 04, 2001","1,267.10"
"Jun 01, 2001","1,260.70"
"May 31, 2001","1,255.80"
"May 30, 2001","1,248.10"
"May 29, 2001","1,267.90"
"May 25, 2001","1,277.90"
"May 24, 2001","1,293.20"
"May 23, 2001","1,289.00"
"May 22, 2001","1,309.40"
"May 21, 2001","1,312.80"
"May 18, 2001","1,292.00"
"May 17, 2001","1,288.50"
"May 16, 2001","1,285.00"
"May 15, 2001","1,249.40"
"May 14, 2001","1,248.90"
"May 11, 2001","1,245.70"
"May 10, 2001","1,255.20"
"May 09, 2001","1,255.50"
"May 08, 2001","1,261.20"
"May 07, 2001","1,263.50"
"May 04, 2001","1,266.60"
"May 03, 2001","1,248.60"
"May 02, 2001","1,267.40"
"May 01, 2001","1,266.40"
"Apr 30, 2001","1,249.50"
"Apr 27, 2001","1,253.00"
"Apr 26, 2001","1,234.50"
"Apr 25, 2001","1,228.80"
"Apr 24, 2001","1,209.50"
"Apr 23, 2001","1,224.40"
"Apr 20, 2001","1,243.00"
"Apr 19, 2001","1,253.70"
"Apr 18, 2001","1,238.20"
"Apr 17, 2001","1,191.80"
"Apr 16, 2001","1,179.70"
"Apr 12, 2001","1,183.50"
"Apr 11, 2001","1,165.90"
"Apr 10, 2001","1,168.40"
"Apr 09, 2001","1,137.60"
"Apr 06, 2001","1,128.40"
"Apr 05, 2001","1,151.40"
"Apr 04, 2001","1,103.20"
"Apr 03, 2001","1,106.50"
"Apr 02, 2001","1,145.90"
"Mar 30, 2001","1,160.30"
"Mar 29, 2001","1,148.00"
"Mar 28, 2001","1,153.30"
"Mar 27, 2001","1,182.20"
"Mar 26, 2001","1,152.70"
"Mar 23, 2001","1,139.80"
"Mar 22, 2001","1,117.60"
"Mar 21, 2001","1,122.10"
"Mar 20, 2001","1,142.60"
"Mar 19, 2001","1,170.80"
"Mar 16, 2001","1,150.50"
"Mar 15, 2001","1,173.60"
"Mar 14, 2001","1,166.70"
"Mar 13, 2001","1,197.70"
"Mar 12, 2001","1,180.20"
"Mar 09, 2001","1,233.40"
"Mar 08, 2001","1,264.70"
"Mar 07, 2001","1,261.90"
"Mar 06, 2001","1,253.80"
"Mar 05, 2001","1,241.40"
"Mar 02, 2001","1,234.20"
"Mar 01, 2001","1,241.20"
"Feb 28, 2001","1,239.90"
"Feb 27, 2001","1,257.90"
"Feb 26, 2001","1,267.70"
"Feb 23, 2001","1,245.90"
"Feb 22, 2001","1,252.80"
"Feb 21, 2001","1,255.30"
"Feb 20, 2001","1,278.90"
"Feb 16, 2001","1,301.50"
"Feb 15, 2001","1,326.60"
"Feb 14, 2001","1,315.90"
"Feb 13, 2001","1,318.80"
"Feb 12, 2001","1,330.30"
"Feb 09, 2001","1,314.80"
"Feb 08, 2001","1,332.50"
"Feb 07, 2001","1,340.90"
"Feb 06, 2001","1,352.30"
"Feb 05, 2001","1,354.30"
"Feb 02, 2001","1,349.50"
"Feb 01, 2001","1,373.50"
"Jan 31, 2001","1,366.00"
"Jan 30, 2001","1,373.70"
"Jan 29, 2001","1,364.20"
"Jan 26, 2001","1,355.00"
"Jan 25, 2001","1,357.50"
"Jan 24, 2001","1,364.30"
"Jan 23, 2001","1,360.40"
"Jan 22, 2001","1,342.90"
"Jan 19, 2001","1,342.50"
"Jan 18, 2001","1,348.00"
"Jan 17, 2001","1,329.50"
"Jan 16, 2001","1,326.70"
"Jan 12, 2001","1,318.30"
"Jan 11, 2001","1,326.80"
"Jan 10, 2001","1,313.30"
"Jan 09, 2001","1,300.80"
"Jan 08, 2001","1,295.90"
"Jan 05, 2001","1,298.30"
"Jan 04, 2001","1,333.30"
"Jan 03, 2001","1,347.60"
"Jan 02, 2001","1,283.30"
"Dec 29, 2000","1,320.30"
"Dec 28, 2000","1,334.20"
"Dec 27, 2000","1,328.90"
"Dec 26, 2000","1,315.20"
"Dec 22, 2000","1,306.00"
"Dec 21, 2000","1,274.90"
"Dec 20, 2000","1,264.70"
"Dec 19, 2000","1,305.60"
"Dec 18, 2000","1,322.70"
"Dec 15, 2000","1,312.20"
"Dec 14, 2000","1,340.90"
"Dec 13, 2000","1,360.00"
"Dec 12, 2000","1,371.20"
"Dec 11, 2000","1,380.20"
"Dec 08, 2000","1,369.90"
"Dec 07, 2000","1,343.50"
"Dec 06, 2000","1,351.50"
"Dec 05, 2000","1,376.50"
"Dec 04, 2000","1,325.00"
"Dec 01, 2000","1,315.20"
"Nov 30, 2000","1,315.00"
"Nov 29, 2000","1,341.90"
"Nov 28, 2000","1,336.10"
"Nov 27, 2000","1,349.00"
"Nov 24, 2000","1,341.80"
"Nov 22, 2000","1,322.40"
"Nov 21, 2000","1,347.30"
"Nov 20, 2000","1,342.60"
"Nov 17, 2000","1,367.70"
"Nov 16, 2000","1,372.30"
"Nov 15, 2000","1,389.80"
"Nov 14, 2000","1,383.00"
"Nov 13, 2000","1,351.30"
"Nov 10, 2000","1,366.00"
"Nov 09, 2000","1,400.10"
"Nov 08, 2000","1,409.30"
"Nov 07, 2000","1,431.90"
"Nov 06, 2000","1,432.20"
"Nov 03, 2000","1,426.70"
"Nov 02, 2000","1,428.30"
"Nov 01, 2000","1,421.20"
"Oct 31, 2000","1,429.40"
"Oct 30, 2000","1,398.70"
"Oct 27, 2000","1,379.60"
"Oct 26, 2000","1,364.40"
"Oct 25, 2000","1,364.90"
"Oct 24, 2000","1,398.10"
"Oct 23, 2000","1,395.80"
"Oct 20, 2000","1,396.90"
"Oct 19, 2000","1,388.80"
"Oct 18, 2000","1,342.10"
"Oct 17, 2000","1,350.00"
"Oct 16, 2000","1,374.60"
"Oct 13, 2000","1,374.20"
"Oct 12, 2000","1,329.80"
"Oct 11, 2000","1,364.60"
"Oct 10, 2000","1,387.00"
"Oct 09, 2000","1,402.00"
"Oct 06, 2000","1,409.00"
"Oct 05, 2000","1,436.30"
"Oct 04, 2000","1,434.30"
"Oct 03, 2000","1,426.50"
"Oct 02, 2000","1,436.20"
"Sep 29, 2000","1,436.50"
"Sep 28, 2000","1,458.30"
"Sep 27, 2000","1,426.60"
"Sep 26, 2000","1,427.20"
"Sep 25, 2000","1,439.00"
"Sep 22, 2000","1,448.70"
"Sep 21, 2000","1,449.00"
"Sep 20, 2000","1,451.30"
"Sep 19, 2000","1,459.90"
"Sep 18, 2000","1,444.50"
"Sep 15, 2000","1,465.80"
"Sep 14, 2000","1,480.90"
"Sep 13, 2000","1,484.90"
"Sep 12, 2000","1,482.00"
"Sep 11, 2000","1,489.30"
"Sep 08, 2000","1,494.50"
"Sep 07, 2000","1,502.50"
"Sep 06, 2000","1,492.20"
"Sep 05, 2000","1,507.10"
"Sep 01, 2000","1,520.80"
"Aug 31, 2000","1,517.70"
"Aug 30, 2000","1,502.60"
"Aug 29, 2000","1,509.80"
"Aug 28, 2000","1,514.10"
"Aug 25, 2000","1,506.50"
"Aug 24, 2000","1,508.30"
"Aug 23, 2000","1,506.00"
"Aug 22, 2000","1,498.10"
"Aug 21, 2000","1,499.50"
"Aug 18, 2000","1,491.70"
"Aug 17, 2000","1,496.10"
"Aug 16, 2000","1,479.80"
"Aug 15, 2000","1,484.40"
"Aug 14, 2000","1,491.60"
"Aug 11, 2000","1,471.80"
"Aug 10, 2000","1,460.20"
"Aug 09, 2000","1,472.90"
"Aug 08, 2000","1,482.80"
"Aug 07, 2000","1,479.30"
"Aug 04, 2000","1,462.90"
"Aug 03, 2000","1,452.60"
"Aug 02, 2000","1,438.70"
"Aug 01, 2000","1,438.10"
"Jul 31, 2000","1,430.80"
"Jul 28, 2000","1,419.90"
"Jul 27, 2000","1,449.60"
"Jul 26, 2000","1,452.40"
"Jul 25, 2000","1,474.50"
"Jul 24, 2000","1,464.30"
"Jul 21, 2000","1,480.20"
"Jul 20, 2000","1,495.60"
"Jul 19, 2000","1,482.00"
"Jul 18, 2000","1,493.70"
"Jul 17, 2000","1,510.50"
"Jul 14, 2000","1,510.00"
"Jul 13, 2000","1,495.80"
"Jul 12, 2000","1,492.90"
"Jul 11, 2000","1,480.90"
"Jul 10, 2000","1,475.60"
"Jul 07, 2000","1,478.90"
"Jul 06, 2000","1,456.70"
"Jul 05, 2000","1,446.20"
"Jul 03, 2000","1,469.50"
"Jun 30, 2000","1,454.60"
"Jun 29, 2000","1,442.40"
"Jun 28, 2000","1,454.80"
"Jun 27, 2000","1,450.50"
"Jun 26, 2000","1,455.30"
"Jun 23, 2000","1,441.50"
"Jun 22, 2000","1,452.20"
"Jun 21, 2000","1,479.10"
"Jun 20, 2000","1,476.00"
"Jun 19, 2000","1,486.00"
"Jun 16, 2000","1,464.50"
"Jun 15, 2000","1,478.70"
"Jun 14, 2000","1,470.50"
"Jun 13, 2000","1,469.40"
"Jun 12, 2000","1,446.00"
"Jun 09, 2000","1,457.00"
"Jun 08, 2000","1,461.70"
"Jun 07, 2000","1,471.40"
"Jun 06, 2000","1,457.80"
"Jun 05, 2000","1,467.60"
"Jun 02, 2000","1,477.30"
"Jun 01, 2000","1,448.80"
"May 31, 2000","1,420.60"
"May 30, 2000","1,422.50"
"May 26, 2000","1,378.00"
"May 25, 2000","1,381.50"
"May 24, 2000","1,399.00"
"May 23, 2000","1,373.90"
"May 22, 2000","1,400.70"
"May 19, 2000","1,407.00"
"May 18, 2000","1,437.20"
"May 17, 2000","1,447.80"
"May 16, 2000","1,466.00"
"May 15, 2000","1,452.40"
"May 12, 2000","1,421.00"
"May 11, 2000","1,407.80"
"May 10, 2000","1,383.00"
"May 09, 2000","1,412.10"
"May 08, 2000","1,424.20"
"May 05, 2000","1,432.60"
"May 04, 2000","1,409.60"
"May 03, 2000","1,415.10"
"May 02, 2000","1,446.30"
"May 01, 2000","1,468.20"
"Apr 28, 2000","1,452.40"
"Apr 27, 2000","1,464.90"
"Apr 26, 2000","1,461.00"
"Apr 25, 2000","1,477.40"
"Apr 24, 2000","1,429.90"
"Apr 20, 2000","1,434.50"
"Apr 19, 2000","1,427.50"
"Apr 18, 2000","1,441.60"
"Apr 17, 2000","1,401.40"
"Apr 14, 2000","1,356.60"
"Apr 13, 2000","1,440.50"
"Apr 12, 2000","1,467.20"
"Apr 11, 2000","1,500.60"
"Apr 10, 2000","1,504.50"
"Apr 07, 2000","1,516.30"
"Apr 06, 2000","1,501.30"
"Apr 05, 2000","1,487.40"
"Apr 04, 2000","1,494.70"
"Apr 03, 2000","1,506.00"
"Mar 31, 2000","1,498.60"
"Mar 30, 2000","1,487.90"
"Mar 29, 2000","1,508.50"
"Mar 28, 2000","1,507.70"
"Mar 27, 2000","1,523.90"
"Mar 24, 2000","1,527.50"
"Mar 23, 2000","1,527.30"
"Mar 22, 2000","1,500.60"
"Mar 21, 2000","1,493.90"
"Mar 20, 2000","1,456.60"
"Mar 17, 2000","1,464.50"
"Mar 16, 2000","1,458.50"
"Mar 15, 2000","1,392.20"
"Mar 14, 2000","1,359.20"
"Mar 13, 2000","1,383.60"
"Mar 10, 2000","1,395.10"
"Mar 09, 2000","1,401.70"
"Mar 08, 2000","1,366.70"
"Mar 07, 2000","1,355.60"
"Mar 06, 2000","1,391.30"
"Mar 03, 2000","1,409.20"
"Mar 02, 2000","1,381.80"
"Mar 01, 2000","1,379.20"
"Feb 29, 2000","1,366.40"
"Feb 28, 2000","1,348.00"
"Feb 25, 2000","1,333.40"
"Feb 24, 2000","1,353.40"
"Feb 23, 2000","1,360.70"
"Feb 22, 2000","1,352.20"
"Feb 18, 2000","1,346.10"
"Feb 17, 2000","1,388.30"
"Feb 16, 2000","1,387.70"
"Feb 15, 2000","1,402.00"
"Feb 14, 2000","1,389.90"
"Feb 11, 2000","1,387.10"
"Feb 10, 2000","1,416.80"
"Feb 09, 2000","1,411.70"
"Feb 08, 2000","1,441.70"
"Feb 07, 2000","1,424.20"
"Feb 04, 2000","1,424.40"
"Feb 03, 2000","1,425.00"
"Feb 02, 2000","1,409.10"
"Feb 01, 2000","1,409.30"
"Jan 31, 2000","1,394.50"
"Jan 28, 2000","1,360.20"
"Jan 27, 2000","1,398.60"
"Jan 26, 2000","1,404.10"
"Jan 25, 2000","1,410.00"
"Jan 24, 2000","1,401.50"
"Jan 21, 2000","1,441.40"
"Jan 20, 2000","1,445.60"
"Jan 19, 2000","1,455.90"
"Jan 18, 2000","1,455.10"
"Jan 14, 2000","1,465.20"
"Jan 13, 2000","1,449.70"
"Jan 12, 2000","1,432.20"
"Jan 11, 2000","1,438.60"
"Jan 10, 2000","1,457.60"
"Jan 07, 2000","1,441.50"
"Jan 06, 2000","1,403.50"
"Jan 05, 2000","1,402.10"
"Jan 04, 2000","1,399.40"
